Timestamp,SoilMoisture,SoilTemp,AirTemp,AirPressure,AirHumidity,RSSI
2024/10/06 19:59,-2.51,24.38,23.71,1010,60.7,-63
2024/10/06 20:00,-2.51,24.38,23.69,1010,60.8,-62
2024/10/06 20:00,-2.21,24.38,23.67,1010,60.7,-62
2024/10/06 20:00,-2.31,24.44,23.68,1010,60.9,-63
2024/10/06 20:01,-2.16,24.44,23.71,1010,61.1,-63
2024/10/06 20:01,-2.31,24.38,23.69,1010,60.8,-63
2024/10/06 20:01,-2.21,24.44,23.66,1010,60.9,-63
2024/10/06 20:01,-2.21,24.38,23.67,1010,60.9,-60
2024/10/06 20:02,-2.75,24.38,23.66,1010,61.1,-64
2024/10/06 20:02,-2.26,24.44,23.68,1010,61.4,-62
2024/10/06 20:02,-2.16,24.38,23.66,1010,61.4,-58
2024/10/06 20:03,-1.67,24.44,23.64,1010,61.5,-58
2024/10/06 20:03,-2.21,24.44,23.68,1010,61.4,-64
2024/10/06 20:03,-2.26,24.44,23.69,1010,61.4,-57
2024/10/06 20:03,-2.26,24.44,23.65,1010,61.5,-62
2024/10/06 20:04,-2.31,24.44,23.65,1010,61.5,-65
2024/10/06 20:04,-2.31,24.44,23.65,1010,61.5,-59
2024/10/06 20:05,-2.21,24.56,23.77,1011,65.3,-58
2024/10/06 20:05,-2.51,24.5,23.76,1010,62.5,-60
2024/10/06 20:06,-2.51,24.56,23.73,1010,63,-60
2024/10/06 20:06,-2.46,24.56,23.69,1010,61.4,-61
2024/10/06 20:07,-2.46,24.62,23.63,1010,61.4,-61
2024/10/06 20:07,-2.41,24.56,23.6,1011,61.3,-61
2024/10/06 20:08,-2.46,24.56,23.61,1010,61.3,-61
2024/10/06 20:08,-2.36,24.56,23.57,1010,61.3,-61
2024/10/06 20:09,-2.46,24.56,23.61,1010,61.3,-60
2024/10/06 20:10,-2.46,24.56,23.59,1010,61.3,-60
2024/10/06 20:10,-2.36,24.69,23.56,1010,61.4,-61
2024/10/06 20:11,-2.26,24.69,23.56,1011,61.5,-60
2024/10/06 20:11,-2.41,24.62,23.52,1010,61.5,-62
2024/10/06 20:12,-2.41,24.69,23.54,1010,61.7,-60
2024/10/06 20:12,-2.41,24.75,23.54,1010,61.5,-61
2024/10/06 20:13,-2.36,24.75,23.55,1011,61.6,-63
2024/10/06 20:13,-2.41,24.75,23.52,1011,61.9,-63
2024/10/06 20:14,-2.41,24.81,23.5,1011,62.1,-61
2024/10/06 20:14,-2.36,24.88,23.52,1011,62.2,-61
